CustomerID,CustomerName,CustomerSegment,SignupDate,Country
2054,Customer 2054,Online,2019-08-05,USA
2055,Customer 2055,Online,2020-06-05,Netherlands
2056,Customer 2056,Wholesale,2017-04-28,Spain
2057,Customer 2057,Retail,2023-07-20,Netherlands
2058,Customer 2058,Retail,2023-09-19,Netherlands
2059,Customer 2059,Wholesale,2019-01-26,Spain
2060,Customer 2060,Wholesale,2016-03-17,Sweden
2061,Customer 2061,Retail,2015-09-28,France
2062,Customer 2062,Wholesale,2019-05-20,Spain
2063,Customer 2063,Online,2015-12-10,Germany
2064,Customer 2064,Retail,2018-04-21,Sweden
2065,Customer 2065,Retail,2021-12-25,Germany
2066,Customer 2066,Online,2023-06-09,Netherlands
2067,Customer 2067,Retail,2021-12-16,Germany
2068,Customer 2068,Retail,2018-06-11,USA
2069,Customer 2069,Retail,2024-03-23,UK
2070,Customer 2070,Retail,2021-04-10,France
2071,Customer 2071,Online,2019-03-13,USA
2072,Customer 2072,Wholesale,2024-05-15,UK
2073,Customer 2073,Retail,2015-09-24,France
2074,Customer 2074,Online,2019-07-12,Netherlands
2075,Customer 2075,Online,2017-06-11,France
2076,Customer 2076,Online,2021-02-26,France
2077,Customer 2077,Retail,2015-08-27,Germany
2078,Customer 2078,Retail,2024-04-28,Germany
2079,Customer 2079,Partner,2017-07-03,Germany
2080,Customer 2080,Online,2018-12-09,France
2081,Customer 2081,Retail,2023-04-05,Italy
2082,Customer 2082,Retail,2021-12-06,Sweden
2083,Customer 2083,Retail,2018-12-31,France
2084,Customer 2084,Online,2021-04-12,Sweden
2085,Customer 2085,Wholesale,2020-02-25,Sweden
2086,Customer 2086,Retail,2023-06-07,Germany
2087,Customer 2087,Retail,2021-01-08,France
2088,Customer 2088,Wholesale,2018-11-16,Germany
2089,Customer 2089,Online,2021-03-08,Germany
2090,Customer 2090,Retail,2016-01-02,Germany
2091,Customer 2091,Online,2023-03-11,Netherlands
2092,Customer 2092,Partner,2019-05-13,Netherlands
2093,Customer 2093,Retail,2015-03-27,Italy
2094,Customer 2094,Wholesale,2023-07-24,UK
2095,Customer 2095,Retail,2019-10-03,Sweden
2096,Customer 2096,Online,2019-07-16,France
2097,Customer 2097,Wholesale,2020-08-03,USA
2098,Customer 2098,Wholesale,2021-10-29,Germany
2099,Customer 2099,Online,2016-09-11,Italy
2100,Customer 2100,Retail,2021-06-09,USA
2101,Customer 2101,Online,2015-05-12,Netherlands
2102,Customer 2102,Wholesale,2024-07-24,UK
2103,Customer 2103,Retail,2017-06-22,France
2104,Customer 2104,Wholesale,2024-06-18,Sweden
2105,Customer 2105,Online,2017-09-14,Sweden
2106,Customer 2106,Retail,2018-05-06,Netherlands
2107,Customer 2107,Online,2020-09-25,Italy
2108,Customer 2108,Online,2019-10-30,Germany
2109,Customer 2109,Retail,2022-09-05,Germany
2110,Customer 2110,Partner,2018-05-11,Sweden
2111,Customer 2111,Retail,2018-07-08,Germany
2112,Customer 2112,Retail,2016-11-20,Sweden
2113,Customer 2113,Retail,2017-11-13,Italy
2114,Customer 2114,Online,2016-11-17,Netherlands
2115,Customer 2115,Wholesale,2017-02-24,USA
2116,Customer 2116,Retail,2015-12-06,UK
2117,Customer 2117,Retail,2016-02-16,France
2118,Customer 2118,Wholesale,2020-06-19,Sweden
2119,Customer 2119,Retail,2024-02-15,UK
2120,Customer 2120,Online,2015-10-13,Netherlands
2121,Customer 2121,Online,2024-10-24,Germany
2122,Customer 2122,Wholesale,2018-01-14,UK
2123,Customer 2123,Partner,2017-04-29,USA
2124,Customer 2124,Retail,2016-03-05,Spain
2125,Customer 2125,Partner,2019-05-24,Netherlands
2126,Customer 2126,Wholesale,2015-01-31,Spain
2127,Customer 2127,Wholesale,2016-08-25,France
2128,Customer 2128,Retail,2016-03-15,France
2129,Customer 2129,Online,2017-09-11,UK
2130,Customer 2130,Retail,2018-10-04,France
2131,Customer 2131,Retail,2020-04-02,Netherlands
2132,Customer 2132,Retail,2016-02-16,Italy
2133,Customer 2133,Wholesale,2016-06-11,Sweden
2134,Customer 2134,Wholesale,2015-11-06,USA
2135,Customer 2135,Online,2023-03-16,Germany
2136,Customer 2136,Online,2024-06-29,Germany
2137,Customer 2137,Retail,2019-12-17,Sweden
2138,Customer 2138,Online,2018-09-23,UK
2139,Customer 2139,Retail,2022-06-14,Germany
2140,Customer 2140,Online,2020-07-31,UK
2141,Customer 2141,Online,2021-10-20,Sweden
2142,Customer 2142,Wholesale,2016-12-04,France
2143,Customer 2143,Online,2016-10-24,Sweden
2144,Customer 2144,Retail,2015-12-31,France
2145,Customer 2145,Retail,2017-07-11,Italy
2146,Customer 2146,Online,2020-11-30,Italy
2147,Customer 2147,Retail,2015-06-25,USA
2148,Customer 2148,Retail,2018-03-18,Sweden
2149,Customer 2149,Retail,2018-04-16,Germany
2150,Customer 2150,Online,2017-07-24,Netherlands
2151,Customer 2151,Retail,2016-01-17,Italy
2152,Customer 2152,Retail,2024-01-08,Sweden
2153,Customer 2153,Online,2018-07-06,USA
2154,Customer 2154,Online,2018-04-27,Spain
2155,Customer 2155,Retail,2015-11-02,Italy
2156,Customer 2156,Retail,2018-11-02,USA
2157,Customer 2157,Retail,2016-08-24,UK
2158,Customer 2158,Retail,2021-07-18,UK
2159,Customer 2159,Retail,2021-01-12,USA
2160,Customer 2160,Online,2016-12-12,France
2161,Customer 2161,Wholesale,2023-07-24,Spain
2162,Customer 2162,Wholesale,2019-01-05,USA
2163,Customer 2163,Retail,2023-12-16,Italy
2164,Customer 2164,Online,2016-02-07,France
2165,Customer 2165,Retail,2016-09-05,USA
2166,Customer 2166,Partner,2022-10-15,Germany
2167,Customer 2167,Wholesale,2022-04-24,Italy
2168,Customer 2168,Retail,2019-12-07,Italy
2169,Customer 2169,Wholesale,2022-04-04,UK
2170,Customer 2170,Retail,2015-06-26,Germany
2171,Customer 2171,Wholesale,2016-03-24,Germany
2172,Customer 2172,Retail,2017-01-12,Sweden
2173,Customer 2173,Retail,2019-04-14,Sweden
2174,Customer 2174,Online,2020-06-01,Italy
2175,Customer 2175,Retail,2021-06-06,Spain
2176,Customer 2176,Online,2022-07-17,Netherlands
2177,Customer 2177,Retail,2015-11-03,Sweden
2178,Customer 2178,Wholesale,2017-01-20,France
2179,Customer 2179,Wholesale,2017-05-18,UK
2180,Customer 2180,Wholesale,2024-02-21,Germany
2181,Customer 2181,Retail,2015-08-02,UK
2182,Customer 2182,Retail,2019-06-06,Italy
2183,Customer 2183,Retail,2019-07-22,France
2184,Customer 2184,Retail,2021-12-05,USA
2185,Customer 2185,Wholesale,2024-02-16,Germany
2186,Customer 2186,Online,2023-08-05,France
2187,Customer 2187,Online,2019-05-17,Netherlands
2188,Customer 2188,Online,2020-12-20,UK
2189,Customer 2189,Online,2019-07-31,Italy
2190,Customer 2190,Wholesale,2024-11-20,France
2191,Customer 2191,Retail,2016-05-26,USA
2192,Customer 2192,Online,2021-03-08,Sweden
2193,Customer 2193,Wholesale,2023-04-24,Sweden
2194,Customer 2194,Wholesale,2017-09-13,France
2195,Customer 2195,Retail,2022-07-27,Italy
2196,Customer 2196,Retail,2015-09-10,UK
2197,Customer 2197,Retail,2015-02-07,Germany
2198,Customer 2198,Online,2023-07-12,Netherlands
2199,Customer 2199,Wholesale,2016-09-20,Netherlands
2200,Customer 2200,Retail,2024-07-08,Germany
2201,Customer 2201,Partner,2017-09-13,Spain
2202,Customer 2202,Retail,2019-09-22,UK
2203,Customer 2203,Retail,2020-09-24,Netherlands
2204,Customer 2204,Retail,2019-01-17,Spain
2205,Customer 2205,Online,2019-08-29,Spain
2206,Customer 2206,Online,2015-11-01,Italy
2207,Customer 2207,Retail,2019-10-05,Italy
2208,Customer 2208,Online,2021-03-30,Italy
2209,Customer 2209,Retail,2015-09-02,USA
2210,Customer 2210,Online,2019-10-11,UK
2211,Customer 2211,Online,2022-09-08,Germany
2212,Customer 2212,Online,2024-03-20,UK
2213,Customer 2213,Retail,2022-11-26,Italy
2214,Customer 2214,Partner,2024-06-16,USA
2215,Customer 2215,Online,2021-01-14,UK
2216,Customer 2216,Retail,2024-07-08,UK
2217,Customer 2217,Online,2017-10-21,Spain
2218,Customer 2218,Retail,2015-08-05,UK
2219,Customer 2219,Online,2023-02-23,Spain
2220,Customer 2220,Retail,2016-05-21,Spain
2221,Customer 2221,Online,2017-01-30,France
2222,Customer 2222,Wholesale,2023-01-30,Italy
2223,Customer 2223,Retail,2022-03-13,Netherlands
2224,Customer 2224,Retail,2017-11-19,USA
2225,Customer 2225,Retail,2022-04-28,Spain
2226,Customer 2226,Retail,2022-01-11,UK
2227,Customer 2227,Retail,2020-03-19,Spain
2228,Customer 2228,Wholesale,2015-10-02,Spain
2229,Customer 2229,Retail,2016-05-06,Spain
2230,Customer 2230,Retail,2017-04-06,Germany
2231,Customer 2231,Online,2017-08-08,Netherlands
2232,Customer 2232,Retail,2023-02-21,Netherlands
2233,Customer 2233,Online,2022-12-04,Germany
2234,Customer 2234,Online,2023-07-05,Germany
2235,Customer 2235,Wholesale,2024-04-05,Germany
2236,Customer 2236,Wholesale,2023-07-13,Netherlands
2237,Customer 2237,Online,2018-03-24,France
2238,Customer 2238,Retail,2018-01-05,Spain
2239,Customer 2239,Retail,2019-06-25,France
2240,Customer 2240,Retail,2024-08-10,UK
2241,Customer 2241,Online,2018-12-26,Netherlands
2242,Customer 2242,Retail,2024-11-22,Italy
2243,Customer 2243,Wholesale,2015-02-08,Netherlands
2244,Customer 2244,Partner,2021-04-05,USA
2245,Customer 2245,Online,2023-06-12,France
2246,Customer 2246,Wholesale,2020-12-09,Germany
2247,Customer 2247,Retail,2015-05-24,Sweden
2248,Customer 2248,Online,2022-06-24,Germany
2249,Customer 2249,Wholesale,2021-11-07,UK
2250,Customer 2250,Retail,2021-08-12,Spain
2251,Customer 2251,Retail,2017-01-28,USA
2252,Customer 2252,Online,2015-09-04,France
2253,Customer 2253,Wholesale,2023-02-18,Spain
2254,Customer 2254,Online,2023-07-14,Spain
2255,Customer 2255,Online,2017-02-03,Italy
2256,Customer 2256,Wholesale,2021-08-19,Italy
2257,Customer 2257,Wholesale,2018-08-07,France
2258,Customer 2258,Retail,2015-07-26,France
2259,Customer 2259,Retail,2020-07-11,France
2260,Customer 2260,Retail,2022-01-10,France
2261,Customer 2261,Online,2021-04-08,Germany
2262,Customer 2262,Wholesale,2023-09-21,Netherlands
2263,Customer 2263,Online,2022-11-06,Netherlands
2264,Customer 2264,Retail,2021-06-07,Spain
2265,Customer 2265,Wholesale,2024-03-01,Netherlands
2266,Customer 2266,Wholesale,2023-09-03,Sweden
2267,Customer 2267,Wholesale,2018-08-10,Spain
2268,Customer 2268,Online,2016-12-01,Germany
2269,Customer 2269,Retail,2024-05-24,Sweden
2270,Customer 2270,Wholesale,2015-10-15,Netherlands
2271,Customer 2271,Retail,2021-01-10,Spain
2272,Customer 2272,Retail,2019-05-13,France
2273,Customer 2273,Retail,2021-10-06,USA
2274,Customer 2274,Wholesale,2017-04-29,Netherlands
2275,Customer 2275,Partner,2015-02-19,Sweden
2276,Customer 2276,Wholesale,2018-05-15,Italy
2277,Customer 2277,Online,2022-02-24,Sweden
2278,Customer 2278,Wholesale,2022-12-11,Sweden
2279,Customer 2279,Wholesale,2023-01-09,Italy
2280,Customer 2280,Retail,2022-06-02,Spain
2281,Customer 2281,Retail,2022-02-25,USA
2282,Customer 2282,Retail,2021-03-10,Italy
2283,Customer 2283,Retail,2023-08-04,Netherlands
2284,Customer 2284,Retail,2024-01-17,USA
2285,Customer 2285,Retail,2020-03-23,Sweden
2286,Customer 2286,Retail,2022-10-29,Germany
2287,Customer 2287,Partner,2022-12-07,UK
2288,Customer 2288,Retail,2019-08-14,Spain
2289,Customer 2289,Retail,2019-10-07,Germany
2290,Customer 2290,Retail,2018-09-05,Germany
2291,Customer 2291,Wholesale,2019-11-26,USA
2292,Customer 2292,Retail,2023-10-14,Spain
2293,Customer 2293,Retail,2023-01-07,Germany
2294,Customer 2294,Wholesale,2020-05-14,France
2295,Customer 2295,Retail,2024-12-16,Germany
2296,Customer 2296,Retail,2017-12-24,France
2297,Customer 2297,Retail,2024-10-25,UK
2298,Customer 2298,Retail,2018-03-01,France
2299,Customer 2299,Retail,2021-07-09,France
2300,Customer 2300,Retail,2015-02-01,USA
2301,Customer 2301,Online,2017-05-17,Germany
2302,Customer 2302,Wholesale,2023-01-24,UK
2303,Customer 2303,Wholesale,2024-10-09,Germany
2304,Customer 2304,Retail,2018-06-20,Netherlands
2305,Customer 2305,Online,2018-04-30,Netherlands
2306,Customer 2306,Retail,2018-03-11,France
2307,Customer 2307,Retail,2019-08-11,Italy
2308,Customer 2308,Wholesale,2016-08-23,France
2309,Customer 2309,Retail,2020-07-18,Germany
2310,Customer 2310,Retail,2019-05-04,Sweden
2311,Customer 2311,Wholesale,2017-09-14,UK
2312,Customer 2312,Online,2018-04-29,Italy
2313,Customer 2313,Retail,2020-05-19,UK
2314,Customer 2314,Online,2023-10-26,USA
2315,Customer 2315,Partner,2022-03-31,France
2316,Customer 2316,Retail,2018-12-10,France
2317,Customer 2317,Retail,2016-06-03,Netherlands
2318,Customer 2318,Retail,2019-10-25,USA
2319,Customer 2319,Retail,2017-05-18,Netherlands
2320,Customer 2320,Retail,2020-08-25,Germany
2321,Customer 2321,Online,2020-01-06,France
2322,Customer 2322,Online,2018-02-03,Germany
2323,Customer 2323,Wholesale,2015-10-10,UK
2324,Customer 2324,Retail,2023-09-11,Italy
2325,Customer 2325,Online,2015-12-27,Italy
2326,Customer 2326,Partner,2017-11-24,Italy
2327,Customer 2327,Online,2020-11-30,Netherlands
2328,Customer 2328,Retail,2021-06-13,Spain
2329,Customer 2329,Wholesale,2020-04-18,USA
2330,Customer 2330,Retail,2017-08-16,Italy
2331,Customer 2331,Retail,2017-12-12,France
2332,Customer 2332,Retail,2018-01-09,USA
2333,Customer 2333,Wholesale,2019-06-28,UK
2334,Customer 2334,Wholesale,2022-11-21,UK
2335,Customer 2335,Retail,2018-10-24,Netherlands
2336,Customer 2336,Retail,2021-04-08,UK
2337,Customer 2337,Retail,2015-01-31,UK
2338,Customer 2338,Retail,2016-12-04,Sweden
2339,Customer 2339,Retail,2017-05-18,Spain
2340,Customer 2340,Retail,2018-10-16,Sweden
2341,Customer 2341,Online,2015-08-21,Germany
2342,Customer 2342,Retail,2017-11-23,Germany
2343,Customer 2343,Retail,2018-06-20,Sweden
2344,Customer 2344,Retail,2017-08-08,Italy
2345,Customer 2345,Online,2015-02-28,Spain
2346,Customer 2346,Wholesale,2022-09-19,Netherlands
2347,Customer 2347,Wholesale,2024-11-09,Germany
2348,Customer 2348,Retail,2023-08-16,Sweden
2349,Customer 2349,Wholesale,2022-07-28,Netherlands
2350,Customer 2350,Retail,2015-10-29,Netherlands
2351,Customer 2351,Wholesale,2022-10-21,UK
2352,Customer 2352,Online,2023-01-23,Germany
2353,Customer 2353,Wholesale,2020-08-07,USA
2354,Customer 2354,Online,2020-11-29,Italy
2355,Customer 2355,Online,2024-07-16,Germany
2356,Customer 2356,Retail,2020-04-07,USA
2357,Customer 2357,Online,2015-11-13,France
2358,Customer 2358,Retail,2020-03-03,USA
2359,Customer 2359,Wholesale,2018-03-14,USA
2360,Customer 2360,Retail,2022-06-08,UK
2361,Customer 2361,Retail,2016-11-20,UK
2362,Customer 2362,Retail,2020-02-25,Italy
2363,Customer 2363,Retail,2020-05-07,UK
2364,Customer 2364,Retail,2015-01-18,USA
2365,Customer 2365,Wholesale,2024-05-15,Spain
2366,Customer 2366,Retail,2018-03-24,UK
2367,Customer 2367,Retail,2019-03-10,UK
2368,Customer 2368,Wholesale,2017-02-16,Sweden
2369,Customer 2369,Retail,2015-12-26,USA
2370,Customer 2370,Online,2015-11-28,France
2371,Customer 2371,Wholesale,2020-04-25,France
2372,Customer 2372,Online,2016-06-11,Sweden
2373,Customer 2373,Wholesale,2020-08-21,Germany
2374,Customer 2374,Retail,2018-01-03,Italy
2375,Customer 2375,Wholesale,2015-07-31,France
2376,Customer 2376,Retail,2019-09-11,UK
2377,Customer 2377,Retail,2022-05-12,Spain
2378,Customer 2378,Online,2021-05-19,Germany
2379,Customer 2379,Retail,2023-12-11,Italy
2380,Customer 2380,Online,2022-09-28,Spain
2381,Customer 2381,Online,2017-11-19,Spain
2382,Customer 2382,Online,2017-10-29,UK
2383,Customer 2383,Online,2018-08-25,USA
2384,Customer 2384,Retail,2024-08-17,USA
2385,Customer 2385,Retail,2018-08-26,USA
2386,Customer 2386,Wholesale,2022-06-17,France
2387,Customer 2387,Retail,2022-07-15,USA
2388,Customer 2388,Wholesale,2021-10-09,Italy
2389,Customer 2389,Online,2020-01-15,Sweden
2390,Customer 2390,Wholesale,2019-12-01,UK
2391,Customer 2391,Retail,2019-09-24,Sweden
2392,Customer 2392,Retail,2016-08-13,France
2393,Customer 2393,Retail,2019-09-11,Italy
2394,Customer 2394,Retail,2020-11-08,USA
2395,Customer 2395,Online,2016-03-31,Italy
2396,Customer 2396,Retail,2016-03-19,Sweden
2397,Customer 2397,Retail,2015-03-20,Spain
2398,Customer 2398,Retail,2019-02-07,UK
2399,Customer 2399,Wholesale,2017-07-15,UK
2400,Customer 2400,Wholesale,2020-11-20,Sweden
2401,Customer 2401,Retail,2016-09-14,Italy
2402,Customer 2402,Retail,2019-01-19,Germany
2403,Customer 2403,Retail,2023-04-26,Sweden
2404,Customer 2404,Retail,2024-04-08,UK
2405,Customer 2405,Wholesale,2024-02-01,Spain
2406,Customer 2406,Wholesale,2015-08-22,Sweden
2407,Customer 2407,Retail,2019-06-06,Sweden
2408,Customer 2408,Retail,2022-05-15,UK
2409,Customer 2409,Partner,2020-07-23,Sweden
2410,Customer 2410,Retail,2024-01-20,Germany
2411,Customer 2411,Wholesale,2022-10-08,UK
2412,Customer 2412,Retail,2016-01-22,Netherlands
2413,Customer 2413,Retail,2022-12-04,UK
2414,Customer 2414,Retail,2019-06-23,Germany
2415,Customer 2415,Wholesale,2015-02-07,Netherlands
2416,Customer 2416,Partner,2018-03-30,Netherlands
2417,Customer 2417,Retail,2019-01-25,UK
2418,Customer 2418,Retail,2020-05-21,Sweden
2419,Customer 2419,Retail,2019-01-12,Italy
2420,Customer 2420,Retail,2023-09-24,France
2421,Customer 2421,Retail,2015-08-29,Netherlands
2422,Customer 2422,Retail,2017-11-15,Italy
2423,Customer 2423,Online,2019-07-30,UK
2424,Customer 2424,Retail,2016-07-15,USA
2425,Customer 2425,Retail,2020-06-22,USA
2426,Customer 2426,Online,2017-03-16,France
2427,Customer 2427,Retail,2020-04-13,Netherlands
2428,Customer 2428,Partner,2021-06-03,UK
2429,Customer 2429,Retail,2017-03-15,Spain
2430,Customer 2430,Online,2021-01-10,Netherlands
2431,Customer 2431,Wholesale,2022-08-11,UK
2432,Customer 2432,Online,2019-08-03,USA
2433,Customer 2433,Partner,2021-11-20,Germany
2434,Customer 2434,Retail,2020-09-27,France
2435,Customer 2435,Partner,2019-08-05,Germany
2436,Customer 2436,Retail,2015-02-15,Spain
2437,Customer 2437,Retail,2024-03-10,UK
2438,Customer 2438,Retail,2022-09-28,Sweden
2439,Customer 2439,Wholesale,2019-07-10,Spain
2440,Customer 2440,Retail,2015-03-23,Germany
2441,Customer 2441,Wholesale,2023-07-13,UK
2442,Customer 2442,Wholesale,2023-03-22,Netherlands
2443,Customer 2443,Online,2021-05-09,Italy
2444,Customer 2444,Online,2021-09-07,Italy
2445,Customer 2445,Retail,2019-12-15,Netherlands
2446,Customer 2446,Retail,2017-02-28,Spain
2447,Customer 2447,Retail,2016-08-17,Sweden
2448,Customer 2448,Retail,2020-10-06,Italy
2449,Customer 2449,Retail,2022-02-25,Sweden
2450,Customer 2450,Retail,2015-01-01,Sweden
2451,Customer 2451,Retail,2021-03-13,Italy
2452,Customer 2452,Partner,2024-04-11,USA
2453,Customer 2453,Wholesale,2024-01-13,Italy
2454,Customer 2454,Retail,2019-02-05,USA
2455,Customer 2455,Wholesale,2024-09-25,France
2456,Customer 2456,Retail,2017-02-04,USA
2457,Customer 2457,Retail,2016-11-01,USA
2458,Customer 2458,Wholesale,2024-03-12,Germany
2459,Customer 2459,Retail,2022-01-02,Sweden
2460,Customer 2460,Retail,2019-05-21,Sweden
2461,Customer 2461,Partner,2017-07-03,USA
2462,Customer 2462,Online,2020-01-19,USA
2463,Customer 2463,Wholesale,2020-06-18,Germany
2464,Customer 2464,Wholesale,2024-08-30,USA
2465,Customer 2465,Wholesale,2015-04-05,Italy
2466,Customer 2466,Retail,2016-05-07,Netherlands
2467,Customer 2467,Retail,2022-09-13,USA
2468,Customer 2468,Retail,2023-05-28,France
2469,Customer 2469,Retail,2015-05-30,USA
2470,Customer 2470,Wholesale,2017-11-12,USA
2471,Customer 2471,Retail,2022-09-04,France
2472,Customer 2472,Partner,2018-05-23,Netherlands
2473,Customer 2473,Online,2016-02-03,Germany
2474,Customer 2474,Online,2021-09-23,Italy
2475,Customer 2475,Wholesale,2020-12-18,Netherlands
2476,Customer 2476,Online,2017-05-04,USA
2477,Customer 2477,Retail,2021-01-04,Italy
2478,Customer 2478,Online,2016-01-16,Spain
2479,Customer 2479,Retail,2023-09-16,Sweden
2480,Customer 2480,Online,2016-07-05,Italy
2481,Customer 2481,Retail,2023-09-28,Germany
2482,Customer 2482,Online,2015-10-22,Germany
2483,Customer 2483,Online,2018-02-17,Sweden
2484,Customer 2484,Retail,2016-03-31,Netherlands
2485,Customer 2485,Retail,2019-04-03,USA
2486,Customer 2486,Partner,2015-06-18,Sweden
2487,Customer 2487,Retail,2016-12-10,France
2488,Customer 2488,Online,2020-04-30,Germany
2489,Customer 2489,Wholesale,2020-07-12,France
2490,Customer 2490,Retail,2023-10-20,Netherlands
2491,Customer 2491,Retail,2020-09-15,Netherlands
2492,Customer 2492,Retail,2019-09-18,Spain
2493,Customer 2493,Online,2018-07-08,France
2494,Customer 2494,Retail,2021-03-28,Netherlands
2495,Customer 2495,Wholesale,2015-09-11,Netherlands
2496,Customer 2496,Retail,2021-07-04,Netherlands
2497,Customer 2497,Wholesale,2018-08-13,Sweden
2498,Customer 2498,Online,2023-04-16,UK
2499,Customer 2499,Partner,2020-08-19,Netherlands
2500,Customer 2500,Retail,2021-10-29,Netherlands
2501,Customer 2501,Online,2023-02-17,France
2502,Customer 2502,Online,2022-11-23,Germany
2503,Customer 2503,Wholesale,2024-01-15,France
2504,Customer 2504,Partner,2024-11-16,France
2505,Customer 2505,Retail,2020-10-26,UK
2506,Customer 2506,Retail,2024-07-28,UK
2507,Customer 2507,Online,2021-02-18,Sweden
2508,Customer 2508,Retail,2016-02-05,USA
2509,Customer 2509,Online,2020-11-26,Germany
2510,Customer 2510,Online,2022-10-10,Netherlands
2511,Customer 2511,Retail,2020-04-30,Sweden
2512,Customer 2512,Online,2021-04-29,USA
2513,Customer 2513,Retail,2021-07-04,Netherlands
2514,Customer 2514,Wholesale,2015-12-29,Netherlands
2515,Customer 2515,Wholesale,2024-06-11,UK
2516,Customer 2516,Online,2024-05-05,Netherlands
2517,Customer 2517,Retail,2021-04-25,Netherlands
2518,Customer 2518,Retail,2018-09-20,France
2519,Customer 2519,Wholesale,2015-03-26,UK
2520,Customer 2520,Online,2019-03-26,Spain
2521,Customer 2521,Wholesale,2019-12-30,France
2522,Customer 2522,Retail,2024-12-21,USA
2523,Customer 2523,Retail,2015-11-04,France
2524,Customer 2524,Retail,2015-09-19,Sweden
2525,Customer 2525,Online,2020-04-05,Spain
2526,Customer 2526,Retail,2022-10-15,UK
2527,Customer 2527,Retail,2016-09-22,Germany
2528,Customer 2528,Partner,2016-11-10,Netherlands
2529,Customer 2529,Retail,2017-05-14,Italy
2530,Customer 2530,Partner,2024-08-24,Germany
2531,Customer 2531,Wholesale,2024-02-05,Germany
2532,Customer 2532,Online,2021-06-29,Netherlands
2533,Customer 2533,Retail,2023-02-20,UK
2534,Customer 2534,Retail,2024-01-14,Germany
2535,Customer 2535,Online,2019-09-22,Spain
2536,Customer 2536,Online,2020-01-26,Netherlands
2537,Customer 2537,Online,2024-03-22,UK
2538,Customer 2538,Retail,2016-12-27,Sweden
2539,Customer 2539,Online,2018-06-14,Germany
2540,Customer 2540,Online,2023-04-14,Netherlands
2541,Customer 2541,Wholesale,2019-07-07,Italy
2542,Customer 2542,Online,2015-08-05,USA
2543,Customer 2543,Online,2018-06-23,UK
2544,Customer 2544,Wholesale,2016-03-23,UK
2545,Customer 2545,Retail,2015-11-15,France
2546,Customer 2546,Retail,2023-04-30,Sweden
2547,Customer 2547,Retail,2024-08-04,Netherlands
2548,Customer 2548,Retail,2024-07-07,Germany
2549,Customer 2549,Retail,2020-03-24,USA
2550,Customer 2550,Retail,2020-09-15,Netherlands
2551,Customer 2551,Retail,2024-12-26,Italy
2552,Customer 2552,Retail,2022-08-10,Spain
2553,Customer 2553,Online,2024-05-06,UK
2554,Customer 2554,Online,2023-05-17,Spain
2555,Customer 2555,Retail,2024-06-22,Spain
2556,Customer 2556,Partner,2017-11-23,Spain
2557,Customer 2557,Wholesale,2015-02-08,Sweden
2558,Customer 2558,Retail,2019-05-22,France
2559,Customer 2559,Retail,2021-03-06,Netherlands
2560,Customer 2560,Wholesale,2017-04-09,Spain
2561,Customer 2561,Online,2017-05-05,Germany
2562,Customer 2562,Online,2023-10-29,Germany
2563,Customer 2563,Retail,2023-01-25,USA
2564,Customer 2564,Retail,2024-05-29,USA
2565,Customer 2565,Retail,2023-12-15,Italy
2566,Customer 2566,Retail,2022-04-02,Spain
2567,Customer 2567,Retail,2022-09-08,Spain
2568,Customer 2568,Retail,2020-02-02,France
2569,Customer 2569,Online,2018-01-07,Netherlands
2570,Customer 2570,Online,2019-02-09,Spain
2571,Customer 2571,Retail,2021-10-17,Spain
2572,Customer 2572,Online,2019-12-26,Sweden
2573,Customer 2573,Retail,2017-04-21,Netherlands
2574,Customer 2574,Retail,2020-09-10,Spain
2575,Customer 2575,Retail,2023-08-25,UK
2576,Customer 2576,Wholesale,2024-12-01,UK
2577,Customer 2577,Partner,2021-09-06,Sweden
2578,Customer 2578,Wholesale,2024-01-29,Sweden
2579,Customer 2579,Retail,2018-06-09,France
2580,Customer 2580,Wholesale,2023-02-05,Sweden
2581,Customer 2581,Retail,2021-02-17,France
2582,Customer 2582,Online,2020-04-23,Sweden
2583,Customer 2583,Wholesale,2024-11-20,Sweden
2584,Customer 2584,Retail,2015-09-27,Germany
2585,Customer 2585,Wholesale,2022-08-17,France
2586,Customer 2586,Wholesale,2020-10-25,Italy
2587,Customer 2587,Retail,2017-01-04,Germany
2588,Customer 2588,Wholesale,2017-06-02,Sweden
2589,Customer 2589,Retail,2023-11-13,Netherlands
2590,Customer 2590,Online,2021-05-20,Spain
2591,Customer 2591,Online,2018-01-17,Sweden
2592,Customer 2592,Online,2022-02-04,France
2593,Customer 2593,Wholesale,2016-10-10,Italy
2594,Customer 2594,Wholesale,2018-03-25,France
2595,Customer 2595,Retail,2021-04-16,Sweden
2596,Customer 2596,Online,2020-11-12,France
2597,Customer 2597,Retail,2015-01-17,Germany
2598,Customer 2598,Retail,2015-04-27,Netherlands
2599,Customer 2599,Retail,2017-09-09,Netherlands
2600,Customer 2600,Retail,2021-07-08,Germany
2601,Customer 2601,Wholesale,2020-01-21,Sweden
2602,Customer 2602,Retail,2019-03-26,USA
2603,Customer 2603,Online,2023-08-18,Germany
2604,Customer 2604,Retail,2022-05-17,Germany
2605,Customer 2605,Retail,2024-08-04,UK
2606,Customer 2606,Wholesale,2023-12-19,Sweden
2607,Customer 2607,Retail,2020-12-03,France
2608,Customer 2608,Retail,2017-08-20,Germany
2609,Customer 2609,Online,2024-01-05,France
2610,Customer 2610,Retail,2018-06-30,France
